Stock,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
KMB,-16167341.232118282,19047067.85721398,12379919.376716992,-6701.100919605908,-2165834.849679544,12758012.852366691,8050923.539709825,294571.82425862376,8963052.162531318,2329566.3591024,5157685.283351916,-2462055.374310023,-1466190.3723105078,11024810.12398393,-7646451.154664681,4072208.2272299994,-376210.068043272,-7712693.692428702,2922851.441545716,-2077056.9722076035,-725631.7226715696,-3174815.244741707,4202153.859210823,-11742471.467165768,-3691227.009966539,1647182.4584842962,2611999.9981524744,-11416719.482207932,20242249.71514256,-3120996.3238710864,4886788.977920292,-5020742.169813646,-4967786.556330106,7152885.326079863,-3932457.8436269085,-883955.0461175943,-6079510.161189259,6349794.537007785,-6438776.336312271,3649704.806653708,10836906.67115624,1122895.3477072127,3982000.267402376,-5802631.851089745,-7049820.403153202,5013901.319852013,2713681.833940205,-1441770.3607164857,-4318471.930251875,-2347848.7341593197,-8683100.106529668,-3679762.980268144,-3429670.12759643,-2148765.9138213377,-2357978.140542232,899652.9179733382,1082126.4580318625,1876719.048069911,-3615940.0635007117,-4835510.430985787,7444903.426553062,110116.70602269366,-1882254.9015554262,-9007534.162713723,7636846.455407095
UTX,9033610.189465888,30256897.259546276,20979650.94418594,6145760.1355596995,7296658.606319874,34034036.787980534,13348717.221023688,3818702.258180856,17206817.224820312,4076926.690214367,20472195.67978405,-12179597.358297037,-288338.2216329854,6231791.317474153,3659624.1947791525,-1962590.5000640014,17822580.62509248,-25159739.961388104,-25645023.964714445,-8002298.22631009,-14394442.331196059,8599406.776348988,-29507708.737891167,6895031.537458769,-8824019.550820228,-9957880.109272838,-21157114.074095715,12304280.867081435,-36607755.75377435,-18909991.95048262,7828514.891566391,-26146868.0308539,13551747.695840554,-1290659.9911362256,18311536.598932542,5183777.505898809,3350759.721459136,1411354.8322846775,-7304747.317073661,615145.8964533553,-24791598.19232676,-7832801.2398948185,745507.5907155192,-3823678.9186524646,5412221.903329499,-5310407.6823180765,-1124484.7000017818,-15806188.099330567,-7421972.28133455,-14070727.844840687,-2401510.7168200687,11015926.435402095,-8389469.822902208,-16436480.701854018,2811984.2118753693,-5227778.926305466,-538002.8713181172,1057172.6190484243,6334204.879827311,-12218350.173224123,-1841283.439002495,-4206570.091308132,2629453.464971888,14515404.716784824,652606.0125663143
HPC,-972034.9829970478,1798065.442438573,6937107.821673741,3800721.2917019334,8334439.396131521,4828810.477073621,2095325.4812520945,5360623.493650171,2382556.6786182737,2774238.182568381,2293181.8604306034,2165277.9313457683,6768014.33393155,7446640.35638815,4135462.530594564,3731659.266344226,809359.1246159673,-1934943.5193952706,3446632.8669976695,3260936.688351692,4127751.2759715533,94097.2122157874,8894389.11913529,23901740.729048014,-1779679.5929116122,-1797280.1811190378,-2135518.507937086,246194.0623232367,-414232.11242989777,1362486.6686491685,1388327.4004225866,2133588.3042512676,-1520168.1439977766,378686.4984706842,-2040025.9641198984,-2181113.038175583,-3189419.96412169,-1720518.6866998572,-1116782.5425842092,67592.64927474152,897117.6606641422,394993.9323520702,-557237.0564949495,-1243467.944152763,-4723197.408009481,76153.37662932609,-1262960.1980920816,-803686.0672452018,-2996336.5084401406,889044.85674492,-1334431.4640425015,-869051.3337703721,3038264.4827629514,-1521708.1609783072,-543811.5811025269,2328254.53365426,-1799222.6831422576,-423478.5159470977,-155504.05261237707,123249.16816244546,1249794.575420563,-617420.7569999385,1655002.4820218687,-1599185.324303768,906552.5000545451
PG,26195674.545176685,37227484.13526694,8724480.51326199,16103553.564528726,-513492.2869988059,55348687.44939391,17301906.15140546,-19800878.344006233,56991342.18219955,7924065.080692997,-21059374.625414222,-28636705.684822377,-34346905.99807649,-26437970.745888375,-14686982.426371133,45344471.4010794,64428292.754662015,72824155.83421598,32371885.529511504,-4766842.046146643,-12329622.218131773,138004360.70429832,-20278287.022679858,13748949.92613473,5469081.842026049,-36034179.57321711,14559092.045942448,-67749426.7164422,-43729452.68172622,-5425307.738872403,-40103151.459415406,-13532853.767191118,16662152.020710723,110666.69084835952,-37847612.6004643,40010580.592808664,36061098.676452145,-20523140.457873486,-21919336.461283863,5385023.451244699,-18504844.91110331,38551010.24785729,-43946055.271749854,11741580.037607167,6306693.364567555,12688194.612501116,5570857.505095363,-11067808.936547058,-41891213.850940645,-11392514.95448786,-33680431.22627883,-25295646.46207619,-5844508.338318383,-49758368.84121794,-11543050.463186,-44895796.715076506,-15361047.051851839,-11298560.31526078,3284005.6155385673,-44853612.63431803,-7249938.292310924,37310027.26846929,-11352284.819977982,-18424102.679657508,4869707.967829853
JCP,24930328.695942994,11649670.423707988,24367893.22648398,7403066.5312479725,4781056.610066338,43431453.121883236,33319374.550164267,24872029.459510513,628360.6797843422,9265127.465185516,15727318.067953793,1915343.7292650612,11220748.324907202,10490187.623678803,19679948.646726187,30309418.162814964,27224232.982639574,16790095.079765797,245012.6261500925,9025950.776699344,12700986.536641005,-20606508.44068965,11454648.057485057,-6058506.310174795,-8048243.389446408,4515794.779773272,35297960.562741496,24343541.84514537,-10713771.74275369,-10921809.660631076,-1748611.6724900291,-9544405.176586887,16155750.479893178,5558151.163366424,-1856463.7033921175,-14502534.193514716,-4327653.159743838,-2874618.322580742,-8290224.127190635,-5229413.0130729,-25001859.353697468,4817475.044688874,-3067979.480378141,4854673.712787896,2082815.3647602466,5078460.788401194,678679.7062729953,-2831482.8055935213,-5378593.293697836,4904152.396293235,24559155.131484248,12151624.600584988,605715.3246080934,10929158.466671767,23544000.644999728,-6743233.477121711,1934660.4298192253,5844271.381089105,-4695468.501301605,2938304.7498188163,5269376.143692797,-2506146.5056908745,7237475.047896109,16452803.773784779,10497888.002231836
SO,3877453.2158265137,-2247760.3073848155,7818341.743494647,44225.306266438616,1814313.5821044743,10273154.660566032,7762851.766885252,2402459.930526606,4465102.862637759,214805.8493272758,-4228022.039722362,-894895.1018002824,4051667.75257559,398043.90262286935,6182212.444195318,5352965.501405467,1769840.3119264273,7653139.676028044,-5012973.96224445,2704783.285255102,-2089643.641785414,-29778295.680352025,-3493792.1561876014,-1133958.5381784383,84338265.4962095,-3461987.1300051957,2403756.8930309247,-881295.6964593487,2060804.1652855987,-4925687.747372382,4936804.594823824,4762143.472208324,14874728.218266288,17832121.810074657,1391501.7322325245,-6176186.416618386,8454920.393331163,11468335.90512815,3773046.178813719,6199129.488402325,15507873.586259622,-18996277.627637237,-339836.94280384557,3839844.376189701,-130110.34440360224,2477991.311485513,5175324.672394973,-18210363.281134192,3825614.8461570293,-2291796.762484954,77766.51929442822,3624710.808409494,-2193292.571382719,-1117002.1815961157,-3461416.910600513,-5343251.792328813,2920527.391921613,6983589.919055153,2255555.0708238,-1653979.896709551,-1333764.8960967816,-2482073.891629041,1297991.3470837367,-454407.94470533193,-5221838.53051806
CAT,5402518.309864307,26360116.08348273,11611297.636913897,1229242.0876924682,25089379.691551667,-12316771.52845392,11237269.61181299,20464400.79089784,36599432.428813584,32970743.351587676,5989168.983333467,5713078.685208354,23240697.641523182,34126049.205070265,4506603.599765575,9803876.767647283,7237448.268050765,-6100670.943673853,4845599.2990818955,11759760.31596433,12985756.19989652,109927868.13666514,-45526963.86972818,-41698285.61650978,-42984607.70369004,-31412016.160183918,-61498310.02974275,3786954.0130036464,34004822.17146395,900785.8482041069,15544119.005051441,17644169.241859615,-9570861.685905488,-304411.91810992546,1832669.5853637797,-171829.80772813383,13841842.945942504,-2714135.0616642493,-32333443.70570769,-17770406.705051128,-71347875.95735583,-59478976.82472479,-2499178.669545988,-7180062.1102066655,2563719.4883341026,3535724.5706742816,9730550.548340011,-10299089.345180597,26046898.08857645,11371639.454466082,-10409862.874168416,-834212.6281722944,-868438.5006410866,-11967247.105976218,-11698193.372910203,-24759516.989330318,-8129671.053751504,-7100245.329364885,-38605990.55790471,-20934449.8287505,-1987887.2998327496,8802556.46571195,31796328.971206143,-2199720.200195015,4017655.5753763025
CL,5464046.101805557,-19889925.324578337,-321379.4360052382,-2451092.5542118074,-28948593.610246345,-4968662.838439791,-5675753.680589382,-3807903.998708694,6932581.99405955,2840461.9167828765,8071361.866210296,-3268552.236002663,939550.4288156707,-4785847.044934863,14447619.779951576,13481933.315675974,7160055.965342188,-5400144.071919641,-5371605.469382365,-3054939.848549819,-2424118.4057451063,-8162788.8467090875,-8585735.517685348,13831240.554046713,34131609.47913266,1987155.0983763663,17417413.255370185,-6989783.186534641,-4507190.659018626,-4896125.294555173,-9595870.75668308,885791.9475195352,-56711.046036755615,10439838.70395061,3534406.69416272,13817701.823106656,-6175909.031349328,13636712.451023733,-2132498.826614279,5686316.210390012,-3434005.1756691025,10665096.24198068,3715521.9259443595,6686564.420146509,-4422636.783064505,260187.2452743229,-1289520.0037959209,-1174613.6492563565,-20240622.222449053,-2796130.2169512496,-1825457.5473224716,-2828408.7177257035,-4782552.777538684,-12186852.660900127,1966990.802440862,-8668521.88032617,1729897.8995468514,-6723994.554010204,3489444.98695886,-6996509.348402094,-5652838.009902014,409381.0468340077,-3709898.8427840415,-4204436.116620471,734077.2215365525
DE,34927353.14874898,42161106.22550469,57285173.508087575,21258745.46397985,-10505079.703611646,14003289.45338563,-8756750.41414085,13034999.179135326,12797020.751397235,15071309.805497404,26207498.9033753,6585645.842976083,16440010.108131533,-2374711.680453213,-1364694.6887126763,9598349.02585947,26914217.821108148,-2411979.055620529,5000274.269710512,15372744.199821835,22283331.919027947,33567713.39613156,-4771291.971525685,3174557.9434642023,-17806113.424423087,-2018801.2333446457,-8291683.726493835,5588286.613913028,-8907235.824792331,-4868864.508469666,-4070871.286778458,-2110855.0165707413,-1915129.5956090896,-2161156.71141287,-4615468.335860765,-13623543.009168101,-6345256.67325564,-11033363.195329713,4749050.293685125,17417495.360051963,-11989707.846183265,-29868909.438996222,24057251.29320733,7850072.619376933,-10534742.159731101,-8030024.626761869,2267987.7837402686,-10163113.904189399,-3135247.00914254,5763996.063612674,13282541.39755671,21393683.327837348,5521341.997567877,-4591810.137698726,-5235310.38890183,11849697.500471272,21098114.01152915,-193085.03119125537,1805073.3715351587,6666815.568742858,-566289.0491134381,8563163.028600538,11607846.605023751,-43431184.331483595,-9017474.132598523
BMY,54320356.36812106,64013715.0014575,29466504.48545314,5386026.584003842,3314370.7111147693,30685356.536817554,26560387.17584117,-96221443.33418208,-3054490.8103726385,10950337.296013622,13580459.776551351,-417322.42716207355,25257179.885370623,15034079.27847455,13722597.144918296,33672008.02580274,-3656564.364961916,-12316086.787155924,-11610663.706763608,12451526.467000756,40002506.14399214,48997366.51347876,16408065.94540641,8549369.41980131,10827119.143236121,-24224498.611097157,-16410114.187834993,864076.9300833738,4836704.345068012,20174843.574993096,-18798050.857885852,57779924.101551384,-41922038.573134735,-27485597.512910068,19564255.863681357,-45031684.93438526,15404730.237397214,776564.2214214094,13896923.485733852,-20812004.49929319,-18218049.333723273,35520762.1304347,-4961079.723993109,-6652605.683249619,12393230.66029927,7805427.732762467,2192820.0047337133,-20215833.50386268,-6349043.983264688,-6341894.686345197,-5459241.431907458,3377219.9720631572,-2264747.638160257,-2232421.8324155323,-1667495.528589238,-7349675.002747625,6570585.14452362,8378108.048970223,10347984.485708645,-8507588.249004535,13957576.223698495,-8586980.845900951,817462.8906634677,-2630443.017606122,9774694.012700988
WAG,3068487.0369112827,28518230.43214832,12038229.765578015,21154366.355247397,10681465.510820525,4839326.481308069,6123161.828165509,7908350.909940405,11536761.62532911,29618955.84470241,17268163.436769754,17668287.658048443,20880547.541461255,-15408528.469326343,19592933.401523806,6856949.947302743,-4592873.011404699,-5728121.943279308,-40707895.640707776,-16796411.99032717,21274520.85551274,7393686.740678625,18065801.192362823,-5087932.006794272,7323742.32951057,837285.5944617908,-1332925.1069899714,-9246710.2956777,4532191.794670505,-325148.98566864367,4885027.297197104,-3680147.984638098,14348935.039970512,-9228982.158799957,-3046354.123806349,23769692.350478116,12832551.047950273,17779043.263131212,6464599.451884113,25430052.49805312,-17600810.621647157,12079797.823474195,4393734.568017028,1437616.6779854218,-778314.9856130918,3191697.8564625666,-335291.15796114196,-3347765.8984242436,-13497218.538470337,4277138.275632094,5043100.094596277,3237987.1082988344,6035480.457962074,-266390.9406065984,952638.1564657132,-15605622.288245516,7914371.371544817,-1937017.9035793599,23493239.61823704,10715106.60820497,-10051375.156411337,-2654442.8425352047,1761088.6309898926,583917.0094352466,-16614147.075128768
BA,-31968812.888133142,54645101.003677644,16353894.77161394,38323123.52754649,-3616052.3951811176,31525888.0291453,-741662.9648110648,4506583.226931075,1565116.855250199,32880058.861670785,7345103.177451198,5362079.985001116,13046375.405334502,22476056.11241091,24526501.664391007,15021772.84062693,7555248.820330959,-5844796.361471063,-13518205.951107064,-12414198.013648804,-871720.8873383523,24944342.89573544,10682166.462831318,24629983.84048208,-17369870.928217433,-11092873.961417403,-2703653.618410852,-13184088.05017795,-36308268.908207595,-1367423.1832912683,4639603.392759576,2751746.915048715,-27325143.57855735,-5714526.5013604425,-5606655.352086157,-31213266.40439836,-26210555.39105338,-9297926.446864145,-10091204.390460465,-14484065.07312545,-21588008.85664282,20690327.267910942,-1467092.1842061356,11410031.587330556,13545607.813042143,-20240811.076158404,10276383.663773198,1236106.6720104355,-15765163.55091636,-12125723.509190705,-14113512.922391836,-2498895.0860467134,-44371158.35164141,8346418.418010581,-10762694.780331513,-52314317.558616206,-11231738.06752844,4026215.282395906,-4646788.648038012,-20472513.28790743,-8956669.696580002,-15181822.535842925,-20829186.12274207,-309350.61621003883,4846257.295454534
BDK,1730287.4766624866,6845144.621297877,-11014448.301312136,-430830.2476682527,1066713.1831082087,13090238.26510213,6844221.285112489,3787427.2153070965,1148523.8694701823,-888807.4897593786,1994442.9256209745,-7997722.857058778,2617376.0907609975,-3664190.1173934448,10993833.40591393,23976969.348180253,6221759.758158891,6467456.69300218,2012815.638454093,-16944797.10838481,-1133092.6224094133,-1709131.033782001,-1385785.9059050186,-5088971.221496347,-2401710.6534128813,-7238383.008739413,-3388749.4878014773,5876902.718712679,-6164087.241899525,-5091756.104170503,10154609.488438955,346396.66039619735,-904008.5794615651,-5267825.060985703,109590.75044114266,-5500520.072428595,7421410.1003854945,-5563149.4383099135,-12046212.56743327,-7608107.123978829,-6899771.952484148,-2373213.9275283488,3725101.7785312817,-5141278.705317876,1894361.8271897968,-6460049.2551397765,-3060092.4663477414,-262402.5233167283,-6573780.41209516,-2613694.870377632,-367757.58471537975,606877.7747352836,-2995153.0527089485,-6687671.083762824,2081253.2564257437,-16690142.843843281,-9932306.852266477,-1691061.1837897163,6404124.486222903,566157.0006871268,66413.72011794047,-881597.7827177473,6723786.771923886,18236452.843219336,2617839.772864633
LUK,2741682.2869479195,9059833.662323853,90489.94855055981,559795.6832499158,-14219.178222698665,1266593.760510798,2181517.5566159342,18823947.218537517,2905253.512181564,3525916.63374826,3666484.8771956335,1235934.5726058048,2335432.778174372,1655124.4923031367,3625879.406591842,2575320.595798643,41820.039192375516,3519042.616673242,1475060.1416500167,16339400.148974277,2464381.3512675236,-2069235.8638594174,1760517.0017924197,-2447555.5176725765,-538825.829735132,-4564244.8083086675,92347.74494452312,1319310.4914598556,243412.37670687758,-2177345.728985905,-1876048.8186680917,-3890899.410622536,202660.70988755827,-3165909.402951745,-6217386.392702329,-15033694.090707222,-5135094.326719457,1307773.8865249963,-2563339.9404034317,-1047702.261829704,-3148710.210510347,2668887.7270454615,-1331463.0190278096,-813762.3434975034,16679479.720255744,-930327.3386303608,3086726.0901836394,-1969970.9991027224,401846.20372053335,8297212.32648349,-4156089.162880199,3601659.571988268,7150186.784091643,-837793.3337015957,-8907.846349417852,-150376.42902820345,-795572.2274076743,4573338.093522712,35064829.01930316,1586555.1554566473,6144591.608359914,2505971.7494506263,4368132.01494768,3618658.372992101,1733804.8643988147
ABT,18105541.470543314,16782501.52406545,-7150427.360443934,29050457.933825947,17702204.618427187,-10928304.226080837,346340.0065328925,6765894.343508398,-5246824.1957122125,-967562.158274092,-2458783.934640456,16856270.232443478,-5112344.550134396,13214877.051981501,33924601.78417921,-54844309.92404238,-18431964.504571076,6817370.529568918,8487429.334407404,48057480.59846522,-20928100.139248364,-7080611.7670104755,5327795.212872446,1771000.6303588802,2712630.008182956,9091681.859746736,-15496958.405641066,1946821.1865221593,-3170610.0198352532,30356843.046438143,2427856.170493389,15917777.92552422,-28373029.061050788,-38834674.72779059,22096204.15660486,19188235.16574113,26211818.534417644,11019215.849712113,-1279582.2407652682,-235681.5434905813,13143187.864126991,2097189.4373119855,-1842183.8804161488,12180097.77591576,4675754.5212568985,-14148638.454087244,22145183.974263325,-6401606.759930953,-17628880.60121351,1450684.2238169087,-4761792.320788366,5261869.135439695,-468664.3902584875,-2090783.662778408,16760002.02920221,-11880803.605130183,705556.3337059942,-12748263.477829553,-2002460.889537666,28713609.410406962,-3737746.099974043,2314680.9506465495,-15904527.092127072,-16584047.84696225,14022785.47527034
DOW,5087013.424650878,2624653.491969948,7898317.470594421,9683249.353835039,33336628.575870268,686210.5995670317,-7455695.105465698,1032202.1812609516,4070288.0952889514,18052705.19223128,24370273.642383438,-1354002.7762394994,1269820.5478848398,-113856.72785909074,-5705651.653894548,4788598.864316268,7663212.435158555,-3610052.0443212017,13614023.991482161,-317280.4090472278,25235246.7728801,-8939931.888133246,-7410980.622007212,-8549490.824791789,-6805672.511627299,-13242215.413395425,-17365235.65124015,-7756946.777069718,-57508346.50401192,-26019223.017497826,7918237.453009272,-1721810.1565685428,-10185510.371224599,2591264.9928810396,-994727.5588865285,-27941587.33987531,-17790146.345281523,-10520248.672418797,2242570.6920389286,622182.2465688988,-46944177.493394695,-1185211.6558003894,5126652.3336899,6143862.892507193,2537005.9496667637,11096363.520088723,21233027.624579698,7473125.015352938,-7017674.197130921,-5488796.891690038,2587023.938075133,-300299.70421287447,-11379055.058392094,-2478023.0605534143,2962216.6808034433,-8430836.358817665,4557496.02709121,3948278.8474879973,13106815.86986635,-5829432.571345731,2361074.62981568,-944010.7588410977,4874400.659325108,785954.7671689929,-546971.7243500664
LMT,3833544.3589069485,35134425.40299415,10458535.525007246,18067547.486608867,5893134.412018961,10018795.918257894,-4433674.862221761,-2071132.9471982422,10337496.77350628,-1144669.3505469188,-26211423.133306183,-57945.82256194636,592037.4264908659,-9692031.067222428,-1127553.594370714,-5753901.169260965,1962142.3885415187,20738088.17645417,5846343.882717552,20200459.467384163,4610367.1076937625,34631197.461158924,3180883.91188171,22882847.765919477,-15942071.227033596,-16176058.363363815,5421344.419414175,54635774.200822875,20944492.302356668,-2161629.0115649044,6453524.6071813125,-531945.7841880085,5549005.351502635,4604776.319766812,-1911869.3777492123,17718388.984783944,-33953672.05610207,32757280.413490288,-2831680.9676028765,6419358.3247623835,3967675.3957660077,5316746.59918444,-2361017.149880331,3132275.1809990923,33230337.17484382,-5337522.930134586,9466160.20315419,11478668.49616332,1455989.4923234347,3723163.3366142306,4920559.793099279,6861630.162329649,-6601155.921507583,-933651.1600046256,-7369720.333725925,-9296034.09091203,-4816837.663526393,3459889.1865129704,3852890.295085559,6549438.398136169,171119.77777387746,-11929127.410522087,6205035.477801222,15355622.395427462,769409.581580122
MWV,1618397.6484071135,-911240.1051351388,2310632.4735934404,3035662.7937216945,3432722.3331300886,4661566.800191615,-1032579.9715259664,702026.732761062,511662.03623090603,-2929705.9223920037,-1765755.7151159116,1644779.092152494,2932774.791825263,-849497.5211734987,-13156933.842073802,-2727834.100467093,-4953731.19985394,-15598818.465659998,-9404032.296602637,-3322188.7029190566,-1764353.94983582,-6401194.380741722,-1563615.0080084032,-3448708.94001189,-2563907.6842763247,-4928322.024633925,586989.3781144415,-1931760.2166604022,-3837558.0170247033,-1686347.4077567023,-2296625.3485163217,-5383333.365838754,2751873.8311415357,-1295293.936599979,3177299.2722973647,-6558003.038476775,132914.90235549767,3045103.373138843,-1431866.069251998,193746.69008910406,-245723.9529493295,2384599.446085033,970838.7555231939,203083.33716597824,2424492.4837456373,-3451044.0687193186,683957.6517063086,-804118.2638217747,1290109.5292062375,-81700.76089356368,-2289925.054649152,-689197.3835701937,151078.11070144267,-253777.67341419886,-579417.1169683345,-433374.79426573345,-903367.9799995339,-644147.2753950595,-481572.170071472,-434076.6240347994,761533.674348207,445481.7489910433,-622476.7327597146,-424972.8817261747,-531264.2264215194
NEM,11270450.051923912,10315832.379507415,1500249.6668293688,17811434.964324053,39691967.30834127,6990728.42145421,19784293.46679929,927823.8286631741,22778386.73122178,5246302.200204938,13050314.481643463,7159358.265288311,-8847019.720224507,-12865888.571030786,-693828.6127999619,88850220.28408493,53242674.61053041,10971682.410799647,-997905.1559448051,83214309.37155451,48858704.521845154,10974242.720439961,17216924.422112487,45849403.4938874,19656809.528691646,-631436.8075864449,-6464942.315904703,16390535.824091297,10917188.731475329,-10384504.390698861,-4779698.911138383,2496747.662907516,6411303.306655347,18753510.61147323,2336710.4033488515,-7399042.207060486,57399605.82977139,-11775986.856428133,-3749296.658227375,15280483.43065102,-6851133.803502523,-4845270.55330766,-13473212.891705653,-3180203.3308974635,-7400998.921901242,-42304262.41678907,20242490.06855797,1277467.5784553215,23313911.216533117,2774616.4950182,965600.8016617667,-13187269.933003683,12893994.999561673,11146598.820796477,19902399.508216035,-21757424.585043263,-4929712.34996901,21947679.44379646,-13102199.215757446,9731311.691931717,-21818412.445162956,22135999.4446528,57164779.732325785,35008543.59756999,24954974.421846073
CAH,-10949607.362725938,1359986.8580418404,1533891.9191929759,-10796794.042741537,-9163203.751251703,-4978882.710548074,-608392.22875606,6925220.808808755,-28174935.231781047,-1057236.981042983,-8479223.608321387,-4740468.029965815,-2075333.3578667399,-12552391.904857432,-22588838.457450718,-2321219.7331468305,-8393905.683590509,2124034.735972513,-5980632.162944108,3090740.15000713,5490094.608941507,8761330.891296662,-4760489.244129056,-5062637.939335045,1155989.8184128536,-12325736.6122898,-2991123.169477601,4754614.683625606,6543212.638560413,1420926.579006334,-85914.98354949734,-7974544.641718433,7109905.789586589,3583787.9597007823,9153432.245404352,-5781482.596504339,-6616841.225233605,3903724.270086044,-7884089.429194864,1231620.8865177792,3003609.7830695286,1372095.3378036076,-3483199.1496147723,2478549.070635095,2526514.3476557657,-8068692.84440631,-6398548.526102132,-4579294.451381521,2879315.134411252,-436409.3290000252,4754637.4479148835,-5103623.820339552,-5779808.149117332,-14120680.797329046,-5298729.224579964,-2892274.402691653,-3736076.178631659,-94370.88942095758,-2375602.7413819474,-1786135.4159054258,-14564382.745375687,-20615212.377220903,5780597.650044765,1611925.026289263,-20988872.84128692
IP,4125718.9941761857,5269142.6701540705,10309033.308787784,14647785.454021074,11787148.965653777,9519079.328075092,4631989.032946353,12730125.67280965,13399905.627110653,9054996.54500662,11128739.418963375,-8563742.05581885,1684238.4665863053,-4233884.174688164,2612706.97741508,1484907.9082414913,8179951.305795962,-24390413.33136867,2086711.2469415045,-5392223.9785348205,3009856.3168526287,12399844.562893867,2697792.769978391,-4146607.310570805,-24747848.963894874,-14828361.160601852,1162434.3434861777,-1987198.3654775966,4324550.49196128,-2540351.7054498247,-1243795.4770927555,-11864996.914012972,680744.3967892951,5853450.228080787,6022246.472971713,5699612.883065837,16980726.32632385,9484583.233895198,-14645090.409933025,3665866.7748439857,10836149.965024116,7528381.560200518,-2905507.243260812,-7150725.119651427,-4277826.537195009,3135290.4261878324,803896.3275947471,881294.6565000431,556783.623123169,-3642991.576270323,2319709.9673816985,5321564.32677841,1275639.7041986948,-14013610.823256394,-8008526.134171831,1120629.3147607967,-3876473.347206522,15315744.812860984,-9058602.335073974,5078210.242801607,-5409940.343741399,3837499.6244525537,-7720450.400112039,-17270617.99198414,9538386.217211958
EXC,4254070.932755125,14879252.222409986,19336931.260521043,34717927.380529396,27703529.53740081,22718381.853321575,10876529.264210828,18734725.080581106,63718824.805501275,1403388.6726095583,10116623.991695233,-6641028.162039898,-7132882.103036594,-4213619.226626407,-9228860.365411058,2349300.137391815,13530158.48421463,-4766808.233533448,1706485.7313846124,8392763.140407532,34587832.22883182,-33286151.475311153,21673827.135599777,-22110072.796259265,-38768289.94291676,-19363506.38902095,41066503.40755966,-2269345.914202432,-229889.02542228307,-15019738.736397633,-9518765.082436794,1957659.5332842402,-150571.33102971315,5954036.459529156,-4995431.995863369,-17186231.953925684,9538091.247049758,-2325570.3955748267,-5495736.92333445,-297909.1250796279,-30916039.049086515,-34499755.75786302,-6012259.240619897,3659119.849106649,10766165.032157686,-10055018.86456187,2502238.7853089604,-36055760.23119027,-7902311.053563756,4582081.182091228,-3246080.9344429295,-1160942.4145842663,11308076.89229985,-20870339.339443255,-6244192.197029967,-38126969.70137014,-28794685.14195158,-14279745.691713298,10965887.468675034,-9697529.94812383,-12485865.234326348,11402966.65779496,-6580213.836182035,-9238695.202109829,-8271676.840578268
CNP,179764.2479732597,-1717237.6900227703,-4221603.709203601,5019429.809186457,-5810827.349167165,2207457.2083710907,10087881.044854,3036520.0413482483,-2561060.2121880725,3182112.7069920506,5225916.982965435,7096519.159927762,3174093.0730370837,-1257905.909578006,-1089839.2697757252,-1515638.9598056134,496254.3610146626,-5936345.84365973,-3591505.138103032,-2906164.1084562493,367805.307954266,1006064.2327621114,-2871307.0052415947,-707808.0624409369,1657223.7090668115,55357.02630477831,-585612.4516310408,2768033.606384013,1728003.4028353402,1046903.0496221831,1042976.6455243046,-93984.85375666895,441067.4235997345,9419004.316838382,2140827.864635709,3683349.649878513,-741579.7769287062,2298475.7512852103,475983.32661784475,-4530456.64665554,2099833.734291843,3532508.5190985966,3302838.594666443,1677446.09976524,1258949.2276316264,-607955.0024160966,-3284756.1057966617,-2665121.9810494026,872696.663202353,-203477.9572830248,-1320055.269652271,-1546634.5831366319,634217.3461655597,-1300812.0857726906,1442102.945136546,-1898333.0589821194,2389502.3525765175,-79163.3028930505,1254742.8306396557,785672.0387216758,-699861.221766587,-642435.1899917353,-6861015.122265255,1007958.4535475475,54393.90480808397
PFE,-69067327.2169859,15222089.534575468,22913165.220999222,-28317077.664047953,-29850786.388645392,-34215191.77573733,14622432.44517382,-12259177.515591228,-21347143.749499604,33063404.633923836,-14521904.113485469,-424558.6710711807,-21968997.506425172,-28275374.998471867,7279731.2894563405,27559475.859228797,7421821.546780508,-34740977.25926888,-10445851.871177442,-45299968.04039467,-197345004.95248732,15470953.202050187,-25510918.06246303,-26278026.630939905,-8162931.87438001,12995228.589048699,-72768578.40874651,5136137.623431527,46805789.49402434,-11801371.108076636,26817038.451641705,29461882.98208809,47108654.37941576,-10453033.680969073,85741531.92548442,-3221998.3872659192,-12461178.910394626,18739327.781027026,-7594035.3578419825,-49652085.174376704,-40629542.920869894,-70678794.42372122,2063552.4021960823,-26473105.160887312,16711728.259744821,8455179.021365589,1336119.4378259385,-11384990.477165913,-82446708.23650524,-12226664.98781255,-11525985.76888684,19092913.76295057,-4742511.6886139065,-88701381.03262784,-22109873.37977371,-86288019.96834795,-51416245.827408604,7591974.239149792,-6874964.727326589,33828084.9538029,-22090165.582365528,-19262950.97131673,23663775.448306687,6024949.493809118,-59257327.72751123
