Stock,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
TAP,2550701.2024291246,9727410.198384695,-4885383.955511452,5316870.055932751,11097909.225942219,41867433.44014784,3656139.996372934,14579067.484780252,10083699.716059811,5888787.840837535,2911151.772831536,1847784.6065217627,4244966.609266475,2058801.6060351513,406177.3455611915,9379036.40724913,-3582073.204836887,3366590.655426686,1341090.8641194666,848338.8933211765,2866974.439925329,4396322.7338435985,18165525.58879266,4760648.562662906,6969366.175013707,-809373.9548350489,908024.5563547778,3501235.5788262016,1154430.5899720152,7529350.678758462,1488401.2666460292,2195719.6368655246,428306.5087891337,-3755172.4056815384,-3302557.0417437456,3443654.1374241877,-6748062.308846441,-1374181.2151738843,-1688964.7794583084,3471385.2932881094,2439492.1155290026,1028786.1597095483,-8608.56453058764,-1269103.5602872516,-1080558.5889227728,-1027961.208536147,-487220.5796144789,2744213.5230419035,5079883.53600109,-5892716.022128424,473435.49985438585,4282003.245005549,2047168.952467805,-3685872.796736294,-8789653.848051284,6587214.868568099,3783661.663010043,5062400.214323756,10352674.63485796,234335.26835756216,3206650.6000681515,5796237.214597451,-1728057.1165724806,6984983.978280288,-928363.0812928496
INTC,14983981.526829507,41426369.24457587,-21084887.06898975,4983672.750673352,-42647034.97644006,48164559.38832986,-6101258.285162802,-51076916.85648894,41547095.869842276,27919296.332909606,40904432.51495988,-9740023.322195057,67609748.09193727,939254.2258001869,-35045833.16089507,120626307.75657615,2628721.6502656094,-9259872.695491575,10288146.894604582,78598378.61938512,-38024361.47004543,142302565.1366973,70325989.19991745,23664815.942274816,50797666.330000296,-62226808.67940401,71603513.95390953,42421160.55187358,-10890488.617220107,29547386.348249428,8995170.803034784,8956141.54212344,-7920215.709274768,18819681.7591526,34123784.494718134,-18101874.577315815,46328452.81751087,-16873932.321806036,-47330993.44513996,-44154177.39032712,-70427122.05658323,-123103597.4040032,35872621.790150195,86346924.1253053,47910115.70606052,56869810.63443807,84593363.16519815,-9072706.591817988,-49018544.23218044,102545955.49826014,31932997.678974997,21820583.099179685,-7662635.18425293,-51719148.085243315,-41537201.03662296,45126817.79492364,51208446.99748629,91938900.67316136,11825549.631522706,85287532.7494607,-35738812.21656904,52408479.69220018,58304279.75464691,31155073.467472326,92056592.61110966
BAC,69365086.36903496,77292158.51608251,9989.403994883998,74384518.73009482,83312180.31100151,19070825.628105603,26604327.112726048,21297852.715725332,33181855.88977263,12542927.502768671,2380985.2819995675,-46331947.29466488,-31023572.772316944,-50576373.874695964,-19348580.99414625,22601364.794700935,-33091918.092511225,-20164368.592548165,28343751.574421756,-22017837.671210974,36001738.43789706,-43658810.265332915,-18940668.98819082,-66196240.483843625,-42514975.64032632,-8972293.134579338,35283218.048360005,59001608.57785505,50759795.47968916,-68439690.45841496,7324818.749236064,7238440.577408188,-44552948.2213663,29649461.52642095,366369.72450533434,-36063533.68293808,44537228.40066357,-62851949.0758114,-10667498.955352003,25470004.49906212,81896381.56469955,-201164639.89915085,-18873701.44487062,52026808.19005461,9474741.798432114,69933890.63571551,33696469.11978456,3089284.5227460405,-38342188.78173634,-24958394.23748659,9399134.88525604,-43281763.43730703,9221998.242104474,-19522007.633264497,-24782193.419360526,26222333.866565466,-46683022.17711286,23824968.377183888,33980190.66473941,8855160.33192965,61677311.32393372,-19921716.272875372,72643347.07754749,-51977065.47502323,-74385249.09319846
TRV,-2301209.7846516967,15210235.727835556,-2353082.1538879033,-11837147.323624048,1364330.8935336792,7129637.922326006,9461846.336292543,-12827939.85034584,8089739.379508172,6037554.953437148,4430631.921837043,-2837718.106357883,5910669.188229463,-6307213.486179895,-3329235.6262230305,401756.78110149514,-3815006.542480986,-1490932.8226969885,7390798.22603367,5370881.267509081,14510357.394709064,21323460.81620978,-1645905.8887791655,-861976.1171024995,8648711.260414397,2837601.7910919096,-1625907.1413654916,-10377736.300313255,-10403069.886187125,-5831005.665343193,-11136587.188901614,-3239292.3740383135,-8990212.826869072,-1405085.3027393627,-6433270.715973164,-3488334.54287613,-12432635.657940181,-18254215.314994205,-1458430.241892553,-2414314.0914121806,8217252.486924506,12018515.711657053,-7271896.062639653,-375424.65357482433,-684843.0196827878,-6318687.822068428,-4824442.099625393,-6043189.285518211,-10141833.434187304,-873719.0391026302,-2998659.476659493,30336.230425305897,-2914662.448796821,-2282814.7523172656,-5036.508277627145,-4480754.841904142,447618.3953712648,-2078936.7773449516,768441.2553897165,1860981.5321122885,-549621.5824195725,6522857.184566791,-3272974.2363371938,-518512.82444501994,-2426290.140238619
MDT,24503205.651380736,21002988.8468613,58576645.07494871,39932958.05941521,82647749.21002457,95895622.74928686,19775640.364783645,15028652.68037426,81692694.44823253,17675623.914637536,13022336.267449412,2679814.8850928163,7166279.073790531,75479893.332347,51047057.819372155,28191.06217862462,-5751048.87759216,-915500.5981835478,6155647.790619161,18193238.66407576,-7993785.469775636,29181111.09070276,26591037.6841527,25140971.89500992,55828908.66124844,-66779748.13796992,-12691156.487812301,1432470.587012563,-7643184.817655829,-27936148.45568462,63639242.89661112,48705053.77200972,7651568.433260598,-12168771.314852424,8804821.840197645,5160735.2078382475,13774656.257673055,33323593.227259036,16991829.708466243,13161749.701687451,29635391.3330737,22633709.76591038,-6069086.765473373,10222407.98469283,-8340703.353901205,4957150.557259005,19281249.39398835,-4378462.189098442,20705858.262999367,5021838.381485856,9548230.37932863,-8003831.739354193,-12464250.419416727,-4735372.286981046,7184123.838649691,3487156.4038655153,-11924048.334295833,13458247.63980989,13344329.720663896,32394029.382753592,6043629.894896262,5345649.996955952,35181351.21101332,41608275.340787925,48290494.26387195
SNA,309463.1052003091,3064258.3936854405,2109810.1476736395,1879213.0065889219,968263.6204545061,1805590.9742868387,1406868.6530755195,-711299.7462570812,-343020.028731629,2320980.0861211997,837360.6018764708,-1267356.988611233,-169113.95863248946,433959.7134129148,2120719.3164783735,-668207.1465839403,-147681.66235607353,197808.02334356486,1214430.378038099,1457363.3166852947,-553299.8139297141,150633.55260201378,-297837.00287460885,270134.6015297978,4981704.708979048,3952196.861618467,-3190771.527941824,1561290.4244806443,-1823665.6621659794,19344.581607368695,2113937.7148237065,1224705.2330011923,396895.1352944128,3436444.7019100906,2616330.0847014883,2480797.1158763603,-1746837.8667374377,-1807126.1490615786,5001.00904637052,0.0,-769671.4851049605,3576366.025637337,299392.4448462198,-456708.74255608127,-396414.74860972306,1683198.8166516912,-93978.20703356157,-1062591.358458282,815035.2990956408,-1055537.117881775,712535.5381171934,229000.81265179213,507055.5996762199,-209030.80071687483,-317721.93607075873,-381739.62789955083,97558.38480145617,1238149.3115831392,1796870.4040337314,56040.710302243504,-371840.5015464617,2043045.5479054775,2037867.1303021132,-294274.6372604164,-673869.4473769492
PNC,-37163.47184272752,-2358473.785507173,737280.0135279619,-6106398.177294204,964897.8882176386,8262199.172648354,4376847.001080314,-5784624.425802254,16770936.888008207,2568053.4961043606,2506725.3898247057,-36456.502203183074,-3106487.484513177,530712.0264412846,3823420.738773703,2519551.4232559744,-13674969.468269108,-5168862.03347205,-2956160.6000635093,-2256297.2173998184,8335169.541413269,-13042622.35986658,-15557612.19788662,9591609.53336975,167341.98182108015,-540230.0312117954,1518498.6037354334,9099009.468369631,-32065624.122830592,-9351466.543164505,-6152194.278775499,-16797436.076792337,-4926665.46504547,-10741182.711765517,2511595.597669679,222881.62886416054,487875.3958356602,4702660.290392235,-4543912.210826934,-6001155.460576127,1924553.8035269857,-25814741.01341597,-9261735.457292821,-5808057.545940496,-5888352.385967913,2861150.5295576532,2345871.6550970166,-1541395.7438206063,1399888.9630426469,1959009.7503721237,1286645.6685986652,-14813368.815183392,-1294280.1449693313,-2356552.0202804087,-573070.1629104731,4271688.617554997,-678850.1519235624,6410415.388602248,-432166.8872382059,365112.919180238,-619118.791883599,1790226.2880527135,-3494111.9675554,5371199.905649902,-9978981.665991914
PCAR,3097598.2934760926,-1391625.6422663098,-1303818.1598253748,3392027.9235524903,-2968968.5003656857,2706680.0100276675,1073148.4646486104,-220178.74944257818,1296039.8727264055,6817786.505667246,727846.7958600739,-1678889.2346055491,-9242498.413788153,-1095007.531055577,3996906.906389521,-146956.87341276422,1098277.1455812885,6070738.576270175,-872376.8291151891,-4636882.40758134,760053.637933441,-6260836.534691588,-3528700.4427972925,-2968142.4310026006,-20324806.78323612,-4237451.254740134,-1605798.255020808,3928427.662082993,20858457.41560094,-2578419.537736663,2475103.7925025327,-3542592.4250448765,7798155.291828506,4383573.266045591,9219942.414137926,-4883603.228555386,4740346.922545229,3388892.8037014604,-785895.7875741334,-6933569.274269894,13298948.778437214,2511897.352079413,1593619.2293229124,5631232.481726898,-5108730.566749295,384375.91608070396,1873605.3931280812,1168041.1177811092,1761513.873092411,459227.25131976773,-457828.34755669686,3454130.2915045065,1473111.9120045449,-2695719.5347785493,922527.7576495976,-5452118.30185607,1026434.7803373676,4224413.021437051,6005893.968473071,-699554.8458291222,496926.5126885822,-1140369.0673187254,-826437.3109626335,2568244.11828853,-7966472.225461607
CTL,-4905.68528729003,1843030.9485495922,3257756.7463852884,483302.2031551502,1218500.3877576531,1337894.3062275506,405154.75938515464,-1996477.8326673366,-2279098.988885985,-3531603.7067779773,-2066431.7077058451,846150.8322639754,-2313981.883142451,-1182508.1280255266,436742.36864251905,484078.2304215148,-2190360.5026702667,-270415.2256455626,8277163.815747967,3783309.345875663,369641.6931178678,-2613006.2663535713,-1386744.2594030348,-1163143.821755746,2092365.3292780698,2213720.6642874684,-3576693.9304106724,1337238.6110241283,-2722818.281457042,1039808.0700062511,-867833.1246898748,985586.4431280162,2629049.786865089,-3342584.896199354,-1587478.783975112,-4045133.2884490048,-2192626.565474772,1538751.19192487,-641733.3022034472,-3514684.1617515488,622079.4512688924,6139588.192798124,999729.7078706532,351758.01885973266,4865199.023105064,-2369518.121114234,727589.050100484,-619630.0361478912,241268.48580731708,2500210.0501756966,1305819.9006067058,-1612193.7935300544,-994719.4533375253,-2767380.5620716126,-1743816.6004958919,142591.3508301056,-5051291.771484892,-3045207.814573285,-6680745.577011406,-9050.684074537288,-1837919.4114248503,71559.68468070652,1711529.4415366864,806953.8349047895,-2286883.008351429
FDX,48380017.78066895,15508956.787711944,5686189.121425536,39266855.37964118,21581033.43584927,28699123.229468726,4193126.7454296635,13944871.895894676,16239971.930870766,-566568.4389354716,4429878.238011485,2176755.697210109,23403097.65238059,67382389.77801913,-3101204.569329357,-3207953.40831424,25282009.850198403,11884775.232505608,4822456.307594205,9132440.994581101,-8188311.254044919,-19958542.157750696,12731689.72547715,-1366265.3758919046,-5055579.972453035,8747561.643706258,-17327518.965801932,1117949.3416702773,-5194910.090294414,7367870.1807611855,-8988931.54369238,-6537643.500533401,-3940410.9433597983,4586807.236499839,391529.22560860566,-3394835.861460864,-1893812.3497891896,-2246416.2894275896,-15373506.079979239,8240956.606846275,-24097265.387136914,22305509.62804732,-1254954.5225423123,8768192.875355601,5291689.125207711,14740424.14307967,9127740.204856241,-277669.9994136535,-5078972.2993148295,-3715662.669372814,-5892002.918942426,-448921.39385225537,-2616863.1266561383,-5977066.63988019,2203398.3490097066,130123.51002140588,-7346911.199085615,1054746.739270503,140574.93672391516,-5541462.857261013,-609154.3248427053,-974470.9705344853,-2645315.5502191572,-14141418.068979347,-32958781.471447326
ADI,8846289.086038517,25774679.508376084,27762307.400695432,19636967.048865918,-14794183.29346929,18452032.99467894,-4536924.192196108,-1967053.8960816415,1083313.5647139687,-2676126.8874313226,4443687.2634171285,4750704.545456656,-21706965.895929303,4156309.598814866,-7517723.453327221,1177294.8934996373,-3896281.6633939617,-2456330.107993805,-497676.6015643911,-8132882.114469929,-11943874.412514586,11163226.100677093,-1147260.008802407,-4585047.732721197,-6512497.426583313,112242.21554642731,1636498.573620348,-3096552.7604997256,1856263.265933179,-2353612.1366394632,3694824.010493898,-1914519.9116847266,-3422947.282157068,-3125644.425467986,4273573.421544573,-1172660.487699499,-4807525.800576446,307010.1870287413,-4254837.023402372,-3409786.624515937,-5089740.110852704,-408387.49574706255,2180202.0590407653,-3110402.313342632,1481450.687090834,-11192064.792456377,4211505.468722079,1622987.9616720048,-3161143.05072017,3109504.0713344608,-3883330.990530306,-967349.8904784794,746498.7829272231,-2422535.9196938933,3603614.0186462025,-1287127.7894503064,4512777.061211785,-1085388.635003175,-7688091.269857783,-8000374.987187291,-2445266.0686469506,-1256174.8613821878,-1491547.4673949312,193259.21466901148,480696.51234634634
LEG,-2386770.1310653253,476027.9150081437,-2995577.6910527158,8848286.163668213,-3198588.95207573,-2464463.5932374117,138800.95423403403,-489485.1075485392,-1474522.9931693545,5940.462553781504,-1039362.5107938874,-256883.25364954898,262557.92255285254,201699.41188794433,-2023855.706685716,479169.186190008,-275960.61895279697,2150884.3142443476,-1702629.7685480532,-416365.6490578164,-130371.40304780731,-528830.4700051806,418201.5368811111,3800666.6833439195,-5359450.477219137,-1750795.5093903576,-3063466.0761887548,-1851649.6444807649,-1185706.5062053734,-3625814.131383797,-1700944.9143965505,-6750955.759231005,-7414846.2769542495,-1679700.2626079186,-3603800.2935850765,-1439040.2205175483,-4694226.097848773,-472254.17665898934,96406.86993042022,-1763018.5205605777,-4180800.2487633834,-102024.64719956707,328973.1444185756,474988.064254044,-856495.930412066,-1065415.2432906695,1124610.9682493357,-1268480.7529356538,-1386743.7363538356,-447525.90267917135,-1440497.7368779078,-422726.15414537245,1012774.7090709102,-5402605.159142885,-939710.9233602956,815687.0668062146,-1759595.911039327,-116831.59311953792,2741741.8678492117,-156528.9861322269,-642642.4063004946,-1631677.8728014962,860344.6503644397,-593683.1363106015,-1242890.8669829792
NWL,2766073.744689434,3421608.897117027,3842857.2573207067,8483699.535864621,2401891.320766812,1373062.3806509308,-189381.3614018543,2183507.407212312,3713204.2616897956,1251479.9819873846,-2646210.1806918676,-4062912.584230854,-1504242.843025406,8353048.3148369575,494817.47999003925,-3055954.2934886673,1851713.7332029284,7113301.157776561,-52701.85952496061,-1693719.8432898978,-929630.2904827708,991170.8183079087,4139567.599572833,2431542.93881332,859960.8260845698,1555547.7290819644,8754448.860397866,3244600.75721262,8011988.513729511,-3013754.185610724,-4275683.513339088,2654040.0824274365,-430280.93165916204,-55648.30369175246,1543652.2592590498,168535.98499234815,-4649280.242903901,683059.7944019688,516852.3607968392,2428152.1013630107,-786553.9111373471,-425729.60325334035,5263384.492498763,1369911.9123360764,1793004.39239857,5164652.720294742,1634662.3614410744,-6222559.685232453,5840678.281705447,-2643448.4794396963,133073.17033898682,615825.0768492166,2953819.2954182033,-827118.0855119353,-23193.589843125195,692818.5885734027,-1094925.669136032,455621.41125421197,-2866251.836972313,809030.9834712318,811564.3947158146,7697398.526468837,4301362.474366745,-26003308.780138776,-5141105.915269844
AMD,36799057.24770984,27849355.102664884,2150629.961631219,-2430498.416571537,9359447.366288146,48541623.869968,-13840244.74843677,-6115976.2539759595,7795084.370644309,7839138.71273936,-2981720.645510438,26847948.704107977,15586314.55489359,16867993.865430113,28472910.46345828,71394260.06109175,-3153572.177742134,17296175.953484483,20326042.70809211,15642555.382358165,43107366.16116134,11016854.18558479,-7048807.630187318,46613482.48716899,33265498.15693266,6983320.308108285,11749097.496237034,-5732340.542362452,10203966.87726966,6764565.244187785,-4701021.922896231,5092622.569030525,-22226707.37979392,-2882410.838047163,10337942.80785773,-93480309.06049816,10952139.648221768,6206667.817047979,-9099398.688760694,-8846177.722941106,-7379510.021534206,8282420.839850319,21309635.783805955,10496520.50883216,-26191688.988947056,1785189.4709841078,-1342080.7340054833,1078461.5620913885,-2993198.4430596647,25319416.799441095,5928068.341105691,25188729.390664488,7351103.639846657,-6743673.303010082,5717623.986452646,7636735.711813941,6582825.904792422,6918425.801001095,18179314.868763037,-3105918.294279141,2081765.4117090981,16338482.415210025,-6859353.94806412,22372313.42406334,2180654.5620309296
LOW,19439476.87413481,13402110.463682625,441995.5205093181,-87438.58418301042,34272390.574305534,23665178.58603122,27629798.78368084,16303684.773579702,3353776.6004585205,35690266.81728316,19641609.04835207,11569289.261725932,21895645.244325798,9569532.23270896,6669484.1352738,12038001.732385851,-6924280.590987071,3102219.954476962,13021533.319201846,3319162.0085811103,10971275.803681472,45965368.10467136,-41800778.897631414,-5471028.817869165,-17836479.14988675,-46431766.43616166,-2790494.2527729194,-891405.0127480454,-11759226.838739486,-5541839.559108355,15986060.438643832,-3503257.5595024377,11055502.042187884,-18260170.9153454,-2272737.9188943286,56338954.37018176,-6635949.8559084395,8560365.537804672,24924577.93712469,-1580783.4043512116,-7230975.878393447,18692306.662305977,3873695.6161211603,2387460.4273054125,-19199210.203174733,85432.9875622315,-8928417.097609049,-15680578.88852439,-9238616.469840622,-17349621.56526156,-6938152.624505127,5790191.673265114,-1550768.920754161,-27243863.92253071,-20078762.623131383,1073578.0259458153,12881796.868511774,-958211.3946818119,-13689199.929496272,16161910.337154109,-106747.40619555337,-2861843.3007004494,24239616.94624535,1917528.2115064962,-4551256.1279074615
PAYX,1600195.5191421558,-2691651.3993049646,64760.06083650543,-4551702.50137408,779016.232555908,7807580.012181516,6539366.9532221705,-1776545.9914596884,4791495.532829699,1479917.012471907,-5323975.704440547,2698209.942912553,-13784447.487164814,8420269.99294319,17382404.59306433,12606531.504821308,-3118013.317503575,21504102.148752276,3524690.951921327,-5654372.983623699,-2107480.974488899,-9888987.815304592,-7036408.296449031,6926178.814427875,8966654.179167718,6991195.703072957,-23919603.997075588,-3708078.5419569127,13464615.04896589,-9764722.012770288,-944081.3799685051,-19574715.23186355,-6319763.686601289,-18837340.65160936,-5894927.003112552,16968984.363529697,-5283564.3169028675,-10470301.08851066,4168541.3032035953,17211882.801083814,1558004.2953211952,-6431832.420543588,-5293010.748733807,-10800894.906113856,6496224.554024948,-4307647.704722303,4528364.9509949945,-15352880.00625043,-7200545.765603481,-6006102.300226941,-14450414.401224999,-1306593.2867081715,21884151.25568012,36088.78876420505,-968561.8184176234,-22374318.90278242,-6961454.999479393,-5812885.899300963,255429.16828252262,-5433228.683705623,-943727.1043673627,4220064.44926181,1516128.712231361,4525018.94270367,-4762793.883018395
AOC,6181327.234344124,438046.76091370586,1674402.5296344066,1510960.59472853,2216537.4967607115,9767754.888035627,1645014.445675934,10669819.756339112,524421.8318454341,-960439.9789152282,1517517.390501436,-2283139.292584774,541367.6745844872,-19191166.18208512,-4782218.452723719,-6527461.501558361,-4195005.677166265,-32991202.193497583,-14899371.324918896,-4199276.70145432,-4181181.972396469,-4065789.702245708,-1445062.9057108948,-10615101.178319834,-1327862.0142495462,2200891.9101914205,1951656.4035316724,3285259.240310174,11192848.209839018,24831402.51891998,-596962.3000589785,5400085.370729547,-12357063.94402784,-4399085.972088015,-14620722.110393248,-91254.74567356979,3431846.613066286,-1787154.7580407897,-4045209.7567326254,-13075874.38077783,1765033.6632305558,-12518167.818098176,-10673939.410929266,-765871.4999277793,35257914.46531589,-4199555.489290739,-2020303.5953598532,-4401569.953774914,-3801980.706757095,-6494088.910357958,-4912052.624333013,-804087.478043006,949657.280630681,3748245.0267639873,-647742.7512428774,197362.24225994112,3536171.640144823,-763409.9545011095,1399906.5975648824,-20389357.21390465,1287322.0766579397,-341691.68428595224,7825284.177967491,1237898.6983180156,-8929620.210619446
NBL,1611615.3233343044,3744700.664876513,311065.1715386769,2450338.6232671714,-6842380.222262814,-342317.4653658023,-2726506.00282494,4202514.322418829,-1231486.8510865243,-3005802.458116378,221828.81629193414,3960831.964501762,4593758.705870039,1178567.0761018014,924112.1026706224,201688.33924805326,1906338.283242461,-1090856.4799231195,1896040.8333160004,-105785.94781304066,-2614220.4064147477,-2487487.6068775877,7745144.569423426,-792663.8950031474,1201473.4053692871,5226805.803085042,3047890.8183462103,2877976.3162533515,-1634562.8248872885,-5058435.298349568,782352.7935122157,-6527352.379333965,-2820524.3868614095,1793899.3271176745,-532031.0382936044,-2096833.538825586,-1762830.9946502314,1518540.4085977841,1178919.8789736119,-3446899.3810040327,-3002781.348057116,2651714.902339586,-2956230.5789898615,-10676116.639550243,4676160.678545671,-731880.7788231592,951318.8998861588,-4591047.402378742,-495729.2255423685,1570087.532310306,-1486705.0365650393,1369535.2781244009,1785767.2696594142,-3001687.9827540996,2526311.112957815,-2046123.9776950704,-6074426.58511372,529674.2112047237,7043389.498751849,4795738.534975073,-232735.63221358613,-1054961.3617647889,57965.111956594184,2403005.8832984017,-527621.2489135078
TMO,104047.78605409556,-244104.59076613994,4349610.119790095,2661693.2572242566,9651421.804136813,12705447.2498703,6485235.363535403,-2293825.1575803636,387373.90434832236,13072150.21164435,1597588.2785705945,-906098.6736227899,-1228215.3316334444,1001307.5846304635,6160314.129888478,8675498.590693207,8265809.335008657,11475484.644719165,-535084.688809483,-6594839.904913204,15116.854921842023,4194567.56265906,-3648162.518258665,3293800.039744919,3520825.140671916,-10005188.828182166,5370091.393831842,3257547.1307395156,1363312.9267510427,-3461471.9052857724,155124.21688517148,-15057317.685491212,-69675.91273707662,6902524.738189843,6681801.8544483585,-9173132.650683967,5994383.023850339,983800.96188777,3480520.5125991344,-9356678.66088255,-7660210.35290466,15085170.372832423,-1037919.1885003914,-5046376.193634992,-14769620.94790021,-26938076.253146686,-13651637.616837217,-10066579.963555811,-16050475.64292918,-10690341.476792103,-7906643.758057541,-217897.46595027772,-13154208.987555362,9969592.149853867,-4787537.74179579,14501077.42928564,4384845.268206451,-17540775.29752784,-10605051.16794957,5860905.954557444,1178483.6571946028,-2289439.7262801467,16236981.368145516,-5235551.6255307775,37072867.668099836
CSX,-4755610.287556831,29565799.174874995,7618515.585396162,428841.96614273253,22524445.68472643,4678460.322472452,529784.3217109258,10944271.933829,11269376.63371715,-2045094.6022984793,-3770176.610824703,-8145459.0466465205,-2581652.4281880837,11930812.414763115,5791748.3943968415,-5104318.849751571,5345724.638805812,1225897.542361872,-6780792.099693191,-2690775.7803075584,2312256.3002821193,22626924.076203972,-2438523.807718118,-19902784.507814314,-10638500.304473897,31271934.86735357,1845215.5885203073,6702944.094942638,-10463373.875707258,5133128.91490427,-4172379.214255933,-2237762.093234132,16974022.37662666,-7346109.01358972,7516722.003843375,-1146476.6925601985,-11371308.84261109,172554.11453064164,-13349451.742884953,7697923.123262266,4361009.721423977,22650895.73997161,-7675160.168697187,-16293735.704983342,-3964339.2518728594,-2279367.9404670475,-298569.7647782737,-3560149.776091898,1856793.201174983,1347137.2758081213,-3422039.5547262053,-13942963.706301777,-16507515.87077814,-11533072.411818683,779860.2186924733,-267629.5127401509,-4173919.788483996,-4285613.784721318,1218113.9175026633,30071639.054046687,-7359724.664906982,-9025260.031453064,15112300.333461221,-1810737.4395143902,-8527285.63979122
TMK,1946393.6607706938,1551315.7849304657,1682746.9907662312,2444208.542813384,3207689.7021214096,5017629.356571425,763655.063596131,1151226.7705968907,2605515.9460255615,1170843.1720396283,1256638.6338932698,1366454.4700661937,-1825743.1168260246,-2305744.2561304295,226977.47825646674,845318.4156933144,-183558.9774243027,849395.1015674603,-5734528.998462113,-4552798.712376186,-1365446.6789605694,-2795831.4788689525,1127220.6434693448,-2048162.549696279,-4567305.939343989,-2587760.9436104256,1288003.7800522104,-5299167.800129943,794537.3147452859,2650316.150140809,3032880.3047007043,-5630373.4466085015,-1297774.7196027196,72622.29257614253,2091717.7756482076,1638421.6368095079,410875.65492210444,-815554.503699309,7480050.907560372,-789652.7508160857,1834854.9233339473,-2382709.669517403,744779.9042723232,241864.4128903951,-819752.727138382,552961.90716339,188373.79265510314,-265027.3953305232,-938089.1062604298,574460.7070517751,410565.2523749513,-691638.5958785082,-4086345.7926629432,-2560453.4190012515,-2259807.808250447,905653.0117290381,-1070100.4834420835,-1957053.0270276074,191099.67388973056,-1748410.9744573147,636213.4801806196,1399709.05139087,-1030808.8268289329,-523043.69682993955,-804024.0545477748
ESV,-7890108.567976217,3699828.6080640326,-25046396.640532028,-9145755.914172532,-3056433.756083742,1031024.12220998,-6746428.265758665,-1030875.9077665142,1910008.9120763233,2393518.256284375,498281.02011692786,-2533179.525173705,959859.972443481,-810848.4534060283,-1280122.3603058993,-1667025.218768284,9119740.459547022,-13486854.754341096,-7210663.703077904,-1707499.5767019491,170205.80513147105,9267595.736776901,9255600.139997212,-3686857.663409162,6466523.521040818,-661868.9968582492,5932597.761931148,1238608.7675964874,1829526.767837378,-19385749.85650789,2505495.35558284,-1475468.8604548362,1093659.9165798584,9181760.887055391,9762432.677226981,34238.33263776409,5607056.662218874,-755226.0001727329,-4032510.0437472477,4150522.8372778385,5125704.054444832,-3663981.2231765906,-1877560.2269116964,148518.52048614513,-4321677.526873269,-3130097.6347920224,-1574264.330618801,-593715.4921441464,-454806.61893678753,4884731.199620718,-7351643.556001395,-1974102.7568479304,-2167256.0108055486,9580411.827783005,1054040.7649094732,-1231786.7450067925,3055881.564742458,1528908.6997659786,-3148459.3209646395,-15409621.920012116,-3505061.067585894,4041216.331459202,-1551209.309860599,-1838297.617554772,8355481.90446177
SWN,11767947.48053893,1243305.9692785325,9349891.607992314,-4384297.5683367895,1608322.9840477766,8380068.078123381,11455648.665122466,-5262656.8636658,3038589.3790436676,1738371.5263125414,2847969.1511008083,-4325274.960904034,628458.0886351423,380119.9015501646,-1415781.982168939,-3433718.0339148734,6790405.615578051,-6029113.749027772,868408.442925282,-2083240.1001842883,7599187.134064829,-5014117.010322975,-2961048.1612845724,-8882326.481412888,-9111669.376851022,4627675.046404134,25344483.216970608,-3821067.026523289,2332270.7757779085,-6135350.634788339,8000574.100497794,-3931922.885602472,829515.1306028536,485749.2366894069,-2450683.29237729,-6857064.046846159,7213984.3894132,4884151.517679442,3761084.4491380854,-5604434.411602462,-1923933.8682802182,4870869.522513309,-1321273.215873314,-507211.243934402,12832468.15542511,1306611.8660868413,17261473.82381706,2432371.0427434505,-261938.52089125937,-17937579.883065276,1419852.6684370453,3014046.8558272817,11510095.445829403,5782186.849170815,-402241.1896547575,5389110.293805879,1505130.545880571,2538165.8684645593,891013.7584081152,331250.07494987693,2658325.8173890403,-312504.59725472995,2675276.102602181,-2768446.2071377523,2636497.3571002767
PCP,3334663.9268900077,14052228.42421581,-7334822.560150184,-4755132.739225806,13922945.324294992,2970221.4687957773,6843731.769671217,3452324.2521106987,12022488.958311444,388407.29660670913,5345474.919386736,4704222.463605245,-5921710.269723551,-1983770.0399176187,-9681881.605763126,480523.68621066696,-669621.241406939,6227734.180707344,-4090026.948763935,7053978.268281319,1101318.2514785498,13351827.232101215,-5504740.98852912,-18521673.86225463,16546543.260599075,-2915176.9340917114,798733.4071016087,5120411.837904937,-876604.6030226813,-17388733.64777011,1392918.5284039916,-11311214.176647346,3391155.7809684603,-3854059.7939798664,4896856.397163966,-19579815.899155907,6390912.3681975305,-4300347.296982073,-12523279.41064637,-280245.8704782409,-25439526.49851112,10879930.345505198,-4823291.990993721,-2162081.4521324644,5908143.429175395,594409.4688053705,-4520591.4441619385,8209318.286433427,-7101914.174332543,9137483.722417189,-6585924.799682374,-10773958.420117771,-10448824.687071612,-3002794.218760755,645518.1122568591,-24878987.799579743,4462612.28359634,-2083559.767813053,-5137363.800363219,2709153.1152367746,-3666549.9080594243,2546977.138363158,10000495.455120955,-3395068.9597771587,10727230.341567595
